platform_id,time_delta_hours,contact_freq_7d,new_account_flag,graph_distance,phase,victim_id,label
1,16.3849,16,1,2,3,8,1
2,13.3111,12,1,2,3,6,1
1,81.0829,4,0,1,3,5,0
5,45.8703,6,0,1,3,6,0
3,79.736,1,0,0,3,2,0
0,74.7297,3,0,0,3,2,0
4,1.0,12,1,2,3,3,1
4,17.7949,11,1,2,3,7,1
5,71.954,3,0,2,3,1,0
4,15.5086,5,0,0,3,7,0
0,15.0851,18,0,2,3,1,1
4,17.2306,4,0,1,3,9,1
1,13.7656,15,1,2,3,6,1
0,25.2045,4,0,2,3,4,0
5,62.471,6,0,1,3,9,0
5,48.5414,1,0,1,3,2,0
2,5.8805,14,1,1,3,9,1
3,10.8313,14,1,2,3,0,1
3,18.6751,9,1,2,3,3,1
4,19.6253,5,0,2,3,1,1
1,75.398,2,0,1,3,2,0
3,10.3679,12,1,1,3,5,1
3,83.8289,8,0,1,3,6,0
4,3.5346,10,1,1,3,8,1
5,8.0942,18,0,2,3,2,1
3,32.1293,3,1,2,4,7,1
4,45.1442,6,1,2,4,1,1
2,67.4171,7,0,2,4,7,1
3,94.6071,6,0,2,4,3,0
4,60.2006,4,1,2,4,2,1
1,8.0,4,0,2,4,7,1
0,42.4673,8,1,2,4,7,1
5,87.791,2,0,2,4,2,0
0,31.9632,4,1,2,4,1,1
2,67.4754,4,0,1,4,9,0
1,56.1236,3,1,2,4,0,1
0,13.2476,6,1,2,4,3,1
2,25.089,4,0,0,4,8,0
5,46.4159,6,0,2,4,1,1
0,49.7494,4,0,0,4,7,0
4,51.5057,9,0,2,4,7,1
2,30.9631,5,0,2,4,9,1
4,31.7729,4,0,2,4,0,1
5,67.2384,5,1,2,4,6,0
0,24.3597,5,1,2,4,8,1
2,45.1306,2,1,2,4,9,1
0,58.0511,6,0,1,4,9,0
3,25.1305,7,1,2,4,5,1
4,39.8053,3,1,2,4,7,1
5,40.9165,9,0,0,4,1,0
1,71.1091,8,1,2,4,9,1
1,38.8586,4,0,1,4,9,0
5,70.6566,7,1,2,4,4,1
4,30.4999,3,1,2,4,2,1
1,43.4301,4,0,2,4,6,1
2,24.5285,5,0,2,4,9,1
0,48.7448,4,1,2,4,6,1
4,34.7449,3,1,2,4,8,1
2,80.3417,6,1,2,4,3,1
5,31.7834,3,0,2,4,0,1
1,53.0325,4,0,2,4,6,0
4,76.1678,3,1,2,4,8,1
5,41.7333,2,1,2,4,1,1
0,80.0479,3,1,2,4,4,1
1,16.8679,2,1,2,4,1,1
3,55.3365,5,1,2,4,7,1
1,48.1783,2,0,2,4,1,1
5,14.7159,2,1,2,4,9,1
2,65.7983,5,0,2,4,3,1
2,6.9191,6,0,2,4,0,1
5,67.6443,6,0,0,4,1,0
2,55.8026,4,1,2,4,0,1
2,49.4396,6,1,2,4,0,1
5,5.28,5,0,1,4,8,0
5,60.2506,4,1,2,4,0,1
2,20.0581,3,1,2,4,1,1
1,96.0293,6,0,0,4,3,0
5,14.5109,5,1,2,4,2,1
5,50.9836,4,0,0,4,8,0
4,85.827,7,0,0,4,3,0
3,81.7371,9,0,2,4,1,0
4,28.0557,6,1,2,4,2,1
1,29.9338,7,0,2,4,0,1
3,63.3283,6,0,2,4,4,1
5,78.6507,7,1,1,4,1,0
0,63.9866,8,1,2,4,9,1
0,88.8745,5,0,1,4,5,0
2,5.0847,2,1,2,4,6,1
2,21.3572,4,1,2,4,9,1
0,24.9863,6,1,2,4,1,1
1,50.4697,7,0,1,4,0,0
3,84.4038,6,0,1,4,9,0
2,75.0605,6,0,0,4,0,0
0,24.0858,3,1,2,4,4,1
0,40.8632,6,1,2,4,7,1
2,55.1302,4,0,2,4,7,0
4,40.9011,3,1,2,4,6,1
3,27.8392,3,1,2,4,5,1
1,43.6526,4,1,2,4,5,1
2,80.3752,6,0,1,4,6,0
3,79.5609,5,0,2,4,6,0
4,42.9524,4,1,2,4,5,1
4,36.7304,3,1,2,4,1,1
3,51.6146,7,1,2,4,9,0
1,21.8058,6,1,2,4,9,1
3,69.2794,5,0,0,4,3,0
4,93.4348,5,0,2,4,1,0
5,47.9293,4,0,2,4,9,1
5,19.5009,2,1,2,4,3,1
4,53.2489,4,1,2,4,6,1
4,77.4315,6,0,1,4,1,0
1,49.5605,8,1,2,4,3,1
4,23.7028,5,0,0,4,8,0
3,48.109,7,1,2,4,6,1
3,54.5078,4,0,1,4,5,0
5,18.9499,5,0,2,4,7,0
3,59.5015,9,1,2,4,9,0
3,45.4467,2,0,2,4,7,0
4,5.0,5,0,2,4,6,1
1,39.5171,2,1,2,4,8,1
3,69.2701,6,0,2,4,6,0
0,26.0281,7,0,2,4,1,1
5,87.101,6,1,2,4,1,1
1,56.543,8,1,2,4,8,1
4,32.123,2,0,2,4,0,1
3,49.0181,4,1,0,4,4,0
5,6.4897,6,0,2,4,8,0
0,13.4481,2,1,2,4,0,1
2,75.7585,4,1,2,4,6,0
5,85.8242,5,0,1,4,6,0
4,75.9797,2,1,2,4,1,1
4,39.4283,7,1,2,4,6,1
3,48.0611,5,1,2,4,4,1
0,89.0197,4,0,2,4,6,0
0,84.156,3,0,2,4,2,0
1,34.1779,4,1,2,4,2,1
1,37.3771,4,1,2,4,8,1
3,8.3448,2,0,2,4,6,1
3,55.1998,6,0,2,4,0,1
3,51.727,5,0,1,4,9,0
0,31.3993,3,1,2,4,5,1
0,55.1011,3,0,0,4,4,0
2,44.4322,2,0,1,4,4,0
4,73.5382,2,0,2,4,2,1
4,51.7064,3,0,2,4,0,1
5,48.3683,6,1,2,4,4,1
4,30.5169,6,1,2,4,3,1
2,94.0892,5,1,2,4,6,0
0,17.1202,2,0,2,4,3,1
3,44.2766,4,0,2,4,4,1
2,53.6722,1,0,0,4,4,0
0,42.404,3,1,2,4,8,1
4,30.1138,7,1,2,4,4,1
2,18.0008,5,1,2,4,2,1
4,68.9513,8,0,0,4,6,0
5,63.3201,6,1,2,4,0,1
5,37.1741,4,1,2,4,2,1
3,42.3446,6,0,0,4,9,0
5,24.39,3,1,2,4,5,1
0,44.9724,4,1,2,4,2,1
0,55.9875,2,0,2,4,1,1
0,38.2051,4,1,2,4,3,1
2,67.8519,8,0,0,4,0,0
3,37.5451,5,1,2,4,0,1
3,24.5385,2,1,2,4,5,1
1,7.9178,2,1,2,4,1,1
1,19.0412,3,0,2,4,4,0
0,44.0276,3,1,2,4,9,1
5,41.1527,5,1,2,4,1,1
1,104.1279,6,0,1,4,5,0
1,46.8732,7,1,2,4,5,1
4,28.2366,9,0,0,4,0,0
1,33.5032,2,0,0,4,4,0
5,81.9809,5,0,2,4,5,0
1,17.1163,7,1,2,4,8,0
0,51.8122,4,1,2,4,0,1
3,16.1291,3,1,2,4,2,1
3,19.3635,4,0,2,4,0,0
0,63.1401,5,1,2,4,0,1
1,55.9479,6,0,0,4,9,0
4,40.4263,8,1,2,4,7,1
1,48.537,6,0,2,4,0,0
1,67.1288,1,0,1,4,4,0
3,2.0,5,1,1,4,8,0
1,82.2725,8,1,2,4,1,0
3,32.6511,2,1,2,4,2,1
2,68.2467,6,0,2,4,6,1
4,59.9734,3,0,2,4,8,1
1,25.4244,7,1,2,4,0,1
0,19.8557,4,1,2,4,8,1
1,45.1447,2,1,2,4,9,1
0,39.5823,7,0,1,4,0,0
0,59.2664,6,0,2,4,0,0
5,70.9569,8,1,2,4,9,1
3,24.0807,3,1,2,4,2,1
4,58.8448,6,1,2,4,0,1
3,46.2854,4,1,2,4,3,1
4,31.0029,7,1,2,4,9,1
3,50.8964,5,1,2,4,2,1
4,63.0719,5,0,1,4,2,0
0,29.6479,6,1,2,4,3,1
3,47.3166,3,0,2,4,7,0
1,57.2802,7,1,1,4,3,0
0,16.4412,7,1,2,4,2,1
2,45.9747,6,1,2,4,7,1
5,51.9502,4,0,2,4,7,0
5,59.7575,5,0,2,4,3,1
3,30.7948,9,0,2,4,8,1
3,6.3788,3,1,2,4,5,1
0,40.9829,7,0,1,4,9,0
2,76.5615,1,1,0,4,2,0
1,60.97,6,0,2,4,7,1
2,44.5527,5,0,2,4,1,1
2,56.6729,2,0,1,4,4,0
1,43.6092,3,1,2,4,3,1
2,50.126,7,0,2,4,9,1
5,56.9722,6,1,2,4,7,1
3,8.0233,6,0,2,4,8,0
3,40.4519,6,1,2,4,5,1
2,104.2639,1,0,1,4,2,0
0,14.1633,3,1,2,4,4,1
4,50.9356,6,1,2,4,2,1
0,57.3639,4,1,2,4,1,1
3,70.8711,6,1,2,4,3,0
5,19.636,4,1,2,4,7,1
2,10.3417,4,0,2,4,9,1
2,45.5478,4,0,2,4,1,1
2,69.5743,1,0,1,4,4,0
1,7.6674,6,1,2,4,3,1
1,40.3409,4,0,2,4,3,1
5,128.9144,8,0,2,4,3,0
5,34.5562,4,1,2,4,4,1
5,97.1072,7,1,0,4,1,0
1,12.7001,5,0,0,4,9,0
3,31.3246,4,0,2,4,7,1
5,56.3915,2,1,2,4,5,1
4,60.5365,4,1,2,4,2,1
3,74.7195,7,0,1,4,6,0
4,88.3647,7,0,2,4,5,0
1,60.0084,3,1,2,4,5,1
5,43.3462,4,0,1,4,7,0
1,39.3688,6,1,2,4,7,1
0,37.7856,4,1,2,4,4,1
1,46.9856,3,1,2,4,7,1
3,58.0365,1,0,2,4,4,0
5,29.8684,9,1,2,4,7,1
4,81.512,7,0,0,4,5,0
5,65.3579,7,1,2,4,0,1
3,68.3779,7,0,1,4,3,0
1,40.6255,3,1,2,4,2,1
4,54.1667,6,0,1,4,7,0
2,71.9212,9,1,2,4,4,1
0,5.0,5,0,2,4,8,1
3,41.2794,6,1,2,4,5,1
4,81.4999,8,0,0,4,1,0
2,18.9525,6,1,2,4,2,1
4,57.9586,7,0,0,4,1,0
0,2.0,5,1,1,4,8,0
0,48.6201,7,1,2,4,0,1
0,18.7949,3,0,1,4,7,0
1,51.177,3,1,2,4,6,1
4,38.0139,7,1,2,4,6,1
5,50.0844,4,1,2,4,3,1
5,45.4452,4,0,2,4,3,1
4,40.2182,5,1,2,4,3,1
5,41.4104,5,1,2,4,7,1
1,68.7617,5,0,1,4,3,0
1,42.4283,6,0,2,4,8,0
0,81.666,6,0,0,4,0,0
1,67.235,5,0,2,4,7,0
0,90.4865,5,0,2,4,2,0
1,62.6651,3,1,2,4,1,1
0,34.5685,4,0,2,4,0,1
3,90.9309,7,0,1,4,6,0
0,76.5503,7,0,1,4,3,0
5,64.3393,7,0,1,4,9,0
2,8.0,8,1,2,4,5,1
4,68.1707,6,0,2,4,9,0
5,93.8937,7,0,0,4,3,0
4,35.0599,3,1,2,4,5,1
3,36.6703,4,1,2,4,8,1
1,87.2824,2,0,1,4,2,0
3,52.2471,7,1,2,4,7,1
1,90.8501,6,1,1,4,2,0
1,45.5314,2,0,2,4,8,1
3,99.2718,4,0,0,4,5,0
5,10.3161,2,1,2,4,2,1
0,61.1743,6,1,2,4,7,1
3,43.5972,2,0,2,4,1,1
5,104.2828,3,0,2,4,2,0
1,48.9429,9,1,2,4,4,1
1,54.2777,5,1,2,4,8,1
2,79.7017,5,0,0,4,1,0
2,27.8619,4,1,2,4,8,1
1,25.0238,6,0,2,4,2,1
2,85.2757,6,0,2,4,3,0
1,77.2877,3,0,0,4,4,0
1,57.8953,3,0,2,4,4,1
4,56.1795,6,1,2,4,6,1
5,91.99,4,0,1,4,5,0
4,33.4399,4,1,2,4,7,1
3,15.8875,3,0,2,4,7,0
3,44.7871,2,0,1,4,7,0
1,67.3572,4,0,0,4,5,0
3,108.3546,2,0,0,4,2,0
5,48.9062,6,1,2,4,6,1
3,62.1935,1,0,1,4,4,0
2,34.4593,4,0,0,4,8,0
2,82.7138,4,0,2,4,4,1
0,21.4402,6,0,2,4,2,1
1,53.0983,2,0,2,4,8,1
0,20.6676,4,1,2,4,5,1
1,49.3386,2,0,2,4,8,1
4,38.297,4,1,2,4,7,1
5,47.5801,4,0,0,4,5,0
0,48.7584,2,0,1,4,7,0
2,30.5708,6,0,2,4,5,1
3,38.8045,4,0,0,4,7,0
4,109.8858,2,0,2,4,6,0
5,29.5996,4,1,2,4,2,1
3,8.0,4,1,2,4,3,1
3,53.2903,6,1,2,4,6,0
3,84.6519,1,1,2,4,8,1
4,32.5978,2,1,2,4,9,1
1,41.4564,7,1,0,4,9,0
5,33.1927,5,1,2,4,8,1
3,8.0,4,1,2,4,4,1
5,102.3607,5,0,0,4,6,0
0,44.6635,3,0,2,4,3,1
4,53.6414,2,1,0,4,2,0
4,34.5498,3,0,2,4,3,1
4,39.5345,7,1,2,4,5,1
0,64.8803,1,0,2,4,4,0
1,81.12,2,0,0,4,2,0
3,70.9461,8,1,2,4,2,1
5,45.6231,5,0,2,4,6,1
5,10.9752,2,1,2,4,4,1
0,54.7772,4,0,2,4,8,1
1,17.8879,2,0,2,4,7,0
4,87.6994,1,0,1,4,2,0
2,88.9694,3,0,1,4,5,0
1,41.3242,4,0,1,4,8,0
1,56.1337,2,1,2,4,2,1
3,46.0779,3,0,2,4,7,0
4,108.2224,2,0,2,4,6,0
5,52.3526,2,1,2,4,2,1
5,71.075,8,0,1,4,9,0
0,8.2966,5,1,2,4,0,1
0,43.7004,1,1,2,4,9,1
0,61.3694,7,1,2,4,1,1
3,83.9674,5,0,2,4,5,0
1,69.0871,8,0,1,4,1,0
4,33.7098,2,0,2,4,4,0
2,55.7174,8,1,2,4,3,1
2,59.0999,4,1,2,4,7,1
5,42.7225,5,0,2,4,3,1
3,48.8435,6,0,2,4,0,1
4,67.5251,8,0,2,4,0,1
3,44.6187,5,1,2,4,0,1
3,31.3476,6,1,2,4,3,1
0,76.2162,4,0,1,4,2,0
5,15.5212,8,1,2,4,7,1
1,23.3081,6,1,2,4,6,1
3,54.5549,2,1,2,4,4,0
2,54.7999,3,1,2,4,1,1
5,42.5757,2,1,2,4,1,1
0,83.4181,1,0,1,4,4,0
0,43.9918,3,0,0,4,9,0
2,47.2558,6,1,1,4,7,0
1,33.3542,2,1,2,4,3,1
0,52.1082,4,0,2,4,0,0
4,29.1475,1,0,2,4,9,1
4,39.7284,3,1,1,4,8,0
1,15.767,5,1,2,4,4,1
4,27.3522,6,1,2,4,5,1
2,24.3564,5,1,2,4,5,1
3,21.3826,4,0,1,4,8,0
4,56.2393,6,0,2,4,0,0
4,52.3073,6,1,2,4,5,1
3,63.6287,4,1,2,4,8,1
4,47.3734,7,0,2,4,2,1
4,22.787,5,1,2,4,4,1
5,20.2467,9,1,2,4,8,1
4,65.3435,6,1,2,4,4,1
2,75.3145,5,0,1,4,3,0
2,55.1503,5,1,2,4,1,1
2,36.1575,7,1,2,4,5,1
3,34.49,7,1,2,4,4,1
4,32.6966,4,0,2,4,1,1
5,63.5435,4,0,0,4,0,0
0,46.1119,6,0,1,4,0,0
3,8.6147,7,0,2,4,5,1
1,24.4856,2,0,2,4,6,1
3,62.6533,5,0,2,4,4,1
1,35.0391,5,1,2,4,8,1
0,10.5213,2,1,2,4,0,1
0,57.691,4,0,2,4,8,1
5,65.6391,1,0,2,4,4,0
1,74.3467,1,1,2,4,5,1
3,54.1023,3,1,2,4,5,1
0,31.0096,10,0,2,4,3,1
3,28.2897,6,0,1,4,8,0
3,45.1419,3,0,2,4,2,1
1,32.0821,8,1,2,4,1,1
1,23.3,5,1,2,4,2,1
3,11.3443,1,0,2,4,2,1
2,32.3035,3,1,2,4,9,1
1,69.1698,4,0,2,4,0,1
2,57.0553,8,0,0,4,6,0
2,81.3267,8,0,0,4,9,0
0,99.8795,6,0,0,4,1,0
3,53.6942,4,1,2,4,6,1
0,65.1425,7,1,2,4,0,1
2,61.5233,6,0,2,4,3,1
3,62.8082,7,0,1,4,0,0
5,52.9641,4,1,2,4,7,1
2,97.1322,4,1,2,4,9,0
2,10.2212,6,0,2,4,8,0
2,8.0,5,0,2,4,4,1
2,96.3412,7,0,1,4,5,0
1,33.285,6,0,1,4,8,0
0,38.6817,5,1,2,4,8,1
4,29.6811,4,0,2,4,6,1
4,37.1597,1,0,1,4,4,0
3,54.2707,3,1,2,4,4,0
4,63.0341,1,1,2,4,4,1
5,74.8761,4,0,1,4,5,0
0,93.4188,4,1,2,4,9,1
4,71.3776,1,1,2,4,5,0
5,76.6301,5,0,1,4,9,0
1,61.7179,5,0,1,4,9,0
5,75.3689,5,1,0,4,6,0
2,52.6639,3,0,1,4,7,0
0,23.0559,3,1,2,4,5,1
2,7.2745,6,1,2,4,4,1
4,58.0467,6,0,1,4,3,0
1,7.8669,5,1,2,4,0,1
3,47.3853,3,1,1,4,4,0
3,49.5583,6,0,2,4,8,1
0,82.401,5,0,2,4,3,1
2,72.4489,8,0,2,4,6,1
4,67.1826,5,0,1,4,5,0
2,58.3897,7,1,2,4,2,1
0,46.8791,9,1,2,4,1,1
2,58.3286,4,0,2,4,7,1
1,36.9308,7,0,2,4,0,1
3,43.0674,3,0,2,4,8,1
2,88.7005,3,0,2,4,9,1
4,17.3761,9,1,2,4,0,1
2,2.0,6,1,2,4,8,0
4,81.3319,8,1,2,4,1,1
0,34.2763,4,0,2,4,4,1
3,36.8352,6,1,2,4,0,1
1,85.3029,3,0,2,4,5,0
2,38.6453,8,0,2,4,8,0
3,51.9034,4,1,2,4,7,1
2,57.3711,2,0,2,4,1,1
3,26.6242,3,1,2,4,6,1
2,14.3465,4,1,2,4,9,1
1,62.8406,6,0,1,4,1,0
4,36.2162,4,1,2,4,6,1
2,25.1547,6,1,2,4,5,1
2,87.8137,2,1,2,4,4,1
2,30.6118,5,1,2,4,0,1
4,30.2648,2,1,2,4,6,1
5,60.8621,6,1,1,4,1,0
3,55.0174,6,0,2,4,7,0
1,65.4929,6,1,2,4,5,1
1,96.0196,4,0,1,4,3,0
1,42.9416,3,1,2,4,6,1
4,61.5557,1,1,2,4,9,1
2,68.1935,6,1,2,4,2,1
5,115.0,6,1,1,4,6,0
5,59.5665,5,0,2,4,9,0
3,34.9521,7,1,2,4,6,1
2,25.4638,1,0,2,4,4,1
1,27.5949,5,1,2,4,1,1
3,33.8122,4,1,2,4,7,1
3,87.3222,6,0,1,4,1,0
0,86.3658,7,0,1,4,9,0
0,26.6079,4,1,2,4,3,1
1,53.3622,6,1,2,4,8,1
0,36.248,7,1,2,4,3,1
1,65.5002,5,1,2,4,9,1
0,66.2599,8,1,2,4,3,1
2,57.688,4,1,2,4,3,1
0,10.1498,2,0,2,4,1,1
5,54.9659,4,1,2,4,0,1
1,56.7259,6,1,2,4,6,1
5,60.086,3,0,2,4,4,0
0,36.4287,5,1,2,4,5,1
1,13.7829,4,1,2,4,0,1
0,89.5239,4,0,0,4,6,0
0,24.8956,7,1,2,4,9,1
1,109.8252,6,0,0,4,3,0
0,89.1915,3,0,0,4,5,0
0,50.1171,5,1,2,4,8,1
0,37.9425,3,0,2,4,3,1
3,38.1186,6,1,2,4,7,1
2,16.3861,5,1,2,4,5,1
5,28.8565,7,1,2,4,8,1
4,42.4978,7,1,2,4,6,1
4,52.3898,3,1,0,4,5,0
4,49.3912,4,0,2,4,6,1
2,55.9656,2,0,0,4,2,0
4,36.8118,4,1,2,4,2,1
1,34.2345,6,1,2,4,3,1
0,19.9963,7,1,2,4,7,1
5,34.7948,4,1,2,4,1,1
2,47.1061,6,1,2,4,7,1
1,54.9075,8,0,0,4,1,0
1,59.9382,3,0,2,4,9,1
1,39.4046,5,1,2,4,6,1
0,86.5126,1,0,1,4,4,0
3,45.061,3,1,2,4,9,1
3,21.3471,2,1,2,4,2,1
1,5.0,3,0,2,4,9,1
4,27.1614,4,1,2,4,0,1
5,13.0703,6,0,2,4,3,1
4,41.7285,6,1,2,4,1,1
2,28.8631,10,1,2,4,2,1
4,91.6443,3,0,0,4,5,0
5,25.6293,7,1,2,4,6,1
5,45.9059,4,1,2,4,8,1
0,34.7576,3,0,2,4,2,1
